Vessel_ID,Timestamp,Latitude,Longitude,Speed_knots,Engine_RPM,Depth_meters,Distance_covered_nm,Course_Deviation_degrees
SHIP_0001,2024-03-19 23:00:00,22.242785247569255,-104.09446024439704,10.083272981394774,1090.5811768378776,0,16.804987447691424,3.4866979492467447
SHIP_0001,2024-11-11 00:00:00,48.55192433946265,-50.88513774713039,21.202267893583617,2234.1446371602074,0,45.748787075267096,0.11342398860937841
SHIP_0001,2024-11-29 00:00:00,45.03312179066866,-110.40496432333104,6.015370620787939,2273.23429790132,0,2.3532218218115304,0.7886489550755869
SHIP_0001,2024-09-03 15:00:00,44.28853492318372,-167.99441402946871,10.730825042565687,1681.6665211380216,0,2.494512247013422,-4.626518112507856
SHIP_0001,2024-06-09 14:00:00,35.18781572701696,-134.19393994528593,9.316420549936863,1745.7809516380005,0,5.182025784694632,-4.483182788313923
SHIP_0001,2024-10-19 19:00:00,36.40055896468658,71.58128723331322,13.67041475161484,1988.0852859982308,0,13.2921658399864,-3.1566632566862998
SHIP_0001,2024-09-04 21:00:00,52.83905661696035,70.3834635758108,8.128740853421721,1000.4857963291906,0,27.912106570599903,2.145959227000623
SHIP_0001,2024-11-04 12:00:00,31.38600401056792,164.57717653198964,17.234414924687044,1339.2001248555798,0,13.138818485556715,-1.4402732134873841
SHIP_0001,2024-10-29 05:00:00,20.79764925926335,-137.82653239079548,14.483476581746505,695.6683213020029,0,25.089177880724787,-0.2652822921943434
SHIP_0001,2024-11-05 05:00:00,38.125599795448466,-35.87666371336994,5.90608019544089,1249.2252292529424,0,31.667135869997583,0.03136258580087681
SHIP_0001,2024-07-11 03:00:00,45.22026446679268,160.06667764735275,18.543366847659634,1646.7340833438666,0,7.296517308461599,3.1120417673600294
SHIP_0001,2024-08-26 20:00:00,44.465112544027214,115.64932181612046,10.479222546422676,929.1782394167483,0,19.485695078170817,-4.6103686768976635
SHIP_0001,2024-03-27 18:00:00,34.23962993386736,55.56954856944841,11.812491389284801,1021.3890564718063,0,25.305835260376902,1.928903586919394
SHIP_0001,2024-08-27 09:00:00,45.56414493061484,136.20473929070084,10.640691451426129,854.8790875594457,0,37.78012283040206,3.0683473926726403
SHIP_0001,2024-02-16 18:00:00,36.17010571236645,-45.49252045572467,23.615146512071295,2216.8255036860237,0,22.0207073413759,2.5087106779149737
SHIP_0001,2024-05-01 10:00:00,24.77769415701447,144.9295483254604,11.400992020612236,2291.0464569924006,0,20.07088225797399,-4.891623485197016
SHIP_0001,2024-11-04 08:00:00,53.937509806044766,-52.10031342633901,14.650418992852849,1486.05131554361,0,5.080936148567723,-4.082958527415189
SHIP_0001,2024-07-06 03:00:00,33.531920979558194,62.440172239468716,20.792362855891078,682.4122060973807,0,25.226594930426494,-4.424412399833557
SHIP_0001,2024-07-16 01:00:00,37.24847145653882,139.41281287216142,7.859833641056717,2023.0212634349446,0,31.29268510249679,-3.9887732387720973
